%;PORCENTAGEM
CARREGANDO;CARREGAR
CARRETA;CAMINHÃO
CARRO;DIRIGIR
CARTEADO;BARALHO
CARTOLINA;PAPEL
CARVALHO;ÁRVORE
CASADA;CASADO
CASAL;CASADO
CASCATA;CACHOEIRA
CASEIRA;CASEIRO
CASTANHO;MARROM
CASTIGADA;CASTIGADO
CASTIGAR;CASTIGO
CATALOGAÇÃO;LISTAR
CATALOGADA;CATALOGADO
CATALOGAR;LISTAR
CATÁLOGO;LISTAR
CATARATA;CACHOEIRA
CATARRENTO;CATARRO
CATARROSO;CATARRO
CATEGORIA;TIPO
CATEGÓRICA;CATEGÓRICO
CATÓLICA;CATÓLICO
CATOLICISMO;CATÓLICO
CAUDA;RABO
CAUSA;MOTIVO
CAUSADA;CAUSAR
CAUSADO;CAUSAR
CAUSANDO;CAUSAR
CAUTELA;CUIDAR
CAUTELOSO;CUIDAR
CAVANDO;CAVAR
CAXUMBA;PAPEIRA
CEDER;DAR
CEDIDA;CEDIDO
CEDILHA;Ç
CEDO;MANHÃ
CEDRO;ÁRVORE
CEGA;CEGO
CEGONHA;PÁSSARO
CEGUEIRA;CEGO
CEIA;JANTAR
CELA;CADEIA
CELEBRADA;CELEBRADO
CÉLEBRE;FAMOSO
CELEBRIDADE;FAMOSO
CELESTE;CÉU
CELESTIAL;CÉU
CELHA;CÍLIO
CENTER;CENTRO
CENTRAIS;CENTRAL
CENTRAL;CENTRO
CENTRALIZADA;CENTRALIZADO
CENTRALIZAR;CENTRO
CENTRÍFUGA;LIQUIDIFICADOR
CERCA;CERCAR
CERCADA;CERCADO
CEREBELO;CÉREBRO
CEREBRAL;CÉREBRO
CERIMÔNIA;REUNIÃO
CERRAÇÃO;NEBLINA
CERRAR;APERTAR
CERTA;CERTO
CERTAMENTE;CERTO
CERTEIRO;CERTO
CERTEZA;CERTO
CERTIDÃO;DOCUMENTO
CERTIFICADA;CERTIFICADO
CERVO;VEADO
CERZIR;COSTURAR
CESÁREA;CESARIANA
CESSAÇÃO;FIM
CESSAR;PARAR
CESSE;PARAR
CESTO;CESTA
CHÁCARA;FAZENDA
CHACAREIRO;FAZENDEIRO
CHACOTEAR;ZOMBAR
CHALÉ;CASA
CHAMADO;CHAMAR
CHAMANDO;CHAMAR
CHAMPAGNE;CHAMPANHE
CHAMPIGNON;COGUMELO
CHARRETE;CARROCA
CHATEADO;TRISTE
CHATEAR;ABORRECER
CHAVEAR;FECHAR
CHAVECAR;PAQUERAR
CHAVEIRO;CHAVE
CHECAGEM;CONFERIR
CHECAR;CONFERIR
CHEFIA;CHEFE
CHEGA;ACABAR
CHEGADA;CHEGAR
CHEGANDO;CHEGAR
CHEIA;CHEIO
CHEINHA;CHEIO
CHEIRO;CHEIROSO
CHICOTADA;CHICOTE
CHICOTAR;CHICOTE
CHICOTEAR;CHICOTE
CHIFRUDO;CHIFRE
CHILENA;CHILE
CHILENO;CHILE
CHIMPANZÉ;MACACO
CHINELA;CHINELO
CHINÊS;CHINA
CHINÊS;CHINA
CHINESA;CHINA
CHIPANZÉ;MACACO
CHISTOSO;CARINHO
CHOCADEIRA;CHOCAR
CHOCADO;ESPANTADO
CHOCALHEIRO;FOCOQUEIRO
CHOFER;MOTORISTA
CHOPE;CERVEJA
CHORAMINGAR;CHORAR
CHORO;CHORAR
CHOVER;CHUVA
CHURRASCADA;CHURRASCO
CHURRASCARIA;CHURRASCO
CHUTE;CHUTAR
CIC;CPF
CICLISMO;BICICLETA
CICLISTA;BICICLETA
CIDADÃ;CIDADÃO
CIENTE;CONHECER
CIENTÍFICA;CIENTÍFICO
CIFRA;NÚMERO
CIGARRETE;CIGARRO
CIGARRILHA;CIGARRO
CILÍNDRICO;CILINDRO
CILINDRIFORME;CILÍNDRO
CIMENTAR;CIMENTO
CIMENTAR;CIMENTO
CINDIR;CORTAR
CINE;CINEMA
CINGIR;CERCAR
CINTILAR;BRILHO
CINTURÃO;CINTO
CINZENTO;CINZA
CIPRESTE;ÁRVORE
CIRCENSE;CIRCO
CIRCULADA;CIRCULADO
CIRCULANDO;CIRCULAR
CIRCULAR;CÍRCULO
CIRCUNFERÊNCIA;CÍRCULO
CIRCUNSPECTO;CORRETO
CIRÚRGICO;CIRURGIA
CISMA;PREOCUPADO
CISMADO;PREOCUPADO
CITADA;CITADO
CITANDO;CITAR
CIÚMENTO;CIÚME
CIÚMES;CIÚME
CIVILIZATÓRIA;CIVILIZAR
CIVILIZATÓRIO;CIVILIZAR
CLAMAR;EXIGIR
CLAREAR;CLARO
CLARIDADE;CLARO
CLARIM;CORNETA
CLASSE;GRUPO
CLÁSSICA;CLÁSSICO
CLASSIFICAÇÃO;CLASSIFICAR
CLAUDICAR;MANCAR
CLAUSTRO;CONVENTO
CLAUSURA;CONVENTO
CLAVADA;CLAVADO
CLEREZIA;IGREJA
CLERO;IGREJA
CLIMÁTICA;CLIMÁTICO
CLIMATIZADA;CLIMATIZADO
CLÍNICO;HOMEM_MEDICINA
CLOUD;NUVEM
CLOUDING;NUVEM
CNH;CARTÃO_CARRO
COAGIR;IMPOR
COAUTORA;COAUTOR
COBERTA;COBERTO
COBERTURA;TELHADO
COBRADA;COBRADO
COBRINDO;COBRIr
COCÔ;DEFECAR
CODIFICO;CODIFICAR
COERÇÃO;IMPOR
COFFEE;CAFÉ
COFRINHO;COFRE
COGNOME;APELIDO
COINCIDÊNCIA;COINCIDIR
COISAS;COISA
COITO;SEXO
COLABORA;COLABORAR
COLABORADORA;COLABORADOR
COLADA;COLADO
COLANDO;COLAR
COLCHA;COBERTOR
COLCHONETE;COLCHÃO
COLEGA;AMIGO
COLÉGIO;ESCOLA
COLEGUISMO;AMIGO
CÓLERA;RAIVA
COLÉRICO;RAIVA
COLETADA;COLETA
COLETADO;COLETA
COLETANDO;COLETAR
COLETASSE;COLETAR
COLETEM;COLETAR
COLETIVA;COLETIVO
COLETIVISADA;COLETIVISADO
COLHENDO;COLHER
COLHIDA;COLHIDO
COLISÃO;COLIDIR
COLOCADA;COLOCAR
COLOCADO;COLOCAR
COLOCANDO;COLOCAR
COLOCAREM;COLOCAR
COLÓQUIO;PALESTRA
COLORAÇÃO;COLORIDO
COLORIDA;COLORIDO
COLORIR;PINTAR
COMANDADO;MANDAR
COMANDANDO;COMANDAR
COMANDANTE;CHEFE
COMANDAR;MANDAR
COMANDO;COMANDAR
COMBATE;COMBATER
COMBINADA;COMBINADO
COMEÇANDO;COMEÇAR
COMEÇO;COMEÇAR
COMÉDIA;PIADA
COMÉDIA;PIADA
COMEDIDAMENTE;GRADUALMENTE
COMEMORAÇÃO;FESTA
COMEMORANDO;COMEMORAR
COMEMORAR;FESTA
COMENDADORA;COMENDADOR
COMENDO;COMER
COMENTADA;COMENTADO
COMENTADOR;NARRADOR
COMENTANDO;COMENTAR
COMENTÁRIO;OPINIÃO
COMENTARISTA;NARRADOR
COMERCIALIZAR;COMÉRCIO
COMERCIANTE;COMÉRCIO
COMERCIAR;COMÉRCIO
CÔMICO;PIADA
COMIDA;COMER
COMIGO;MEU
COMISERAÇÃO;PIEDADE
COMOÇÃO;TRAUMA
COMODISTA;EGOÍSTA
COMOVIDO;EMOCIONAR
COMPACTA;COMPACTO
COMPACTUAR;COMBINAR
COMPADECER;PIEDADE
COMPAIXÃO;MISERICÓRDIA
COMPAIXÃO;PIEDADE
COMPARAÇÃO;COMPARAR
COMPARATIVA;COMPARATIVO
COMPARECIMENTO;COMPARECER
COMPARTILHADA;COMPARTILHAR
COMPARTILHAR;REPARTIR
COMPATILHADO;COMPARTILHAR
COMPELIR;IMPOR
COMPENETRADO;CORRETO
COMPENSAR;COMPENSAÇÃO
COMPETÊNCIA;CAPACIDADE
COMPETENTE;CAPAZ
COMPETIÇÃO;CAMPEONATO
COMPETINDO;COMPETIR
COMPETITIVA;COMPETITIVO
COMPILADA;COMPILADO
COMPLEMENTANDO;COMPLEMENTAR
COMPLETA;COMPLETO
COMPLETANDO;COMPLETAR
COMPLETO;TERMINAR
COMPLEXA;COMPLEXO
COMPLICAÇÃO;COMPLICADO
COMPLICADA;COMPLICAR
COMPLICADO;COMPLICAR
COMPONDO;COMPOR
COMPORTAMENTO;COMPORTAR
COMPOSTA;COMPOSTO
COMPRADA;COMPRADO
COMPRANDO;COMPRAR
COMPREENSÃO;COMPREENDER
COMPRIDA;COMPRIDO
COMPRIMIDO;REMÉDIO
COMPRIMIR;APERTAR
COMPROVAÇÃO;COMPROVAR
COMPROVANTE;DOCUMENTO
COMPUTAR;CALCULAR
COMPUTING;COMPUTACIONAL
COMPUTO;QUANTIDADE
COMUM;TRIVIAL
COMUNICAÇÃO;COMUNICAR
COMUNICADO;INFORMAÇÃO
COMUNICANDO;COMUNICAR
COMUNIDADE;GRUPO
COMUNITÁRIO;COMUNIDADE
COMUTADA;COMUTADO
CONCEBER;CRIAR
CONCEBIDA;CONCEBIDO
CONCEDER;EMPRESTAR
CONCEDIDO;EMPRESTAR
CONCENTRAÇÃO;FOCO
CONCENTRADA;CONCENTRADO
CONCENTRADO;FOCO
CONCENTRAR;FOCO
CONCERTAR;ORGANIZADO
CONCESSÃO;AUTORIZAR
CONCILIAR;COINCIDIR
CONCLUDENTE;ORIGINAL
CONCLUÍDO;PRONTO
CONCLUINDO;CONCLUIR
CONCLUIR;ACABAR
CONCLUSAO;ACABAR
CONCORDÂNCIA;CONCORDAR
CONCORDE;AVIÃO
CONCORRER;COMPETIR
CONCUBINA;AMANTE
CONDECORAÇÃO;MEDALHA
CONDENADA;CONDENADO
CONDENSADO;RESUMIR
CONDICIONADA;CONDICIONADO
CONDIZER;COINCIDIR
CONDOM;CAMISINHA
CONDUTA;JEITO
CONDUTOR;CONDUTOR
CONDUZIR;GUIAR
CONECTADA;CONECTAR
CONECTADO;CONECTAR
CONECTANDO;CONECTAR
CONFECCIONADA;CONFECCIONAR
CONFECCIONADO;CONFECCIONAR
CONFEITADO;CONFEITAR
CONFEITO;DOCE
CONFERÊNCIA;PALESTRA
CONFIANÇA;ACREDITAR
CONFIANÇA;FÉ
CONFIAR;ACREDITAR
CONFIÁVEL;CORRETO
CONFIDENTE;CONFESSAR
CONFIGURADA;CONFIGURADO
CONFINADA;CONFINADO
CONFISCADA;CONFISCADO
CONFLITANTE;CONFLITAR
CONFLITUOSO;CONFLITAR
CONFORME;IGUALDADE
CONFORTAR;CARINHO
CONFRONTAÇÃO;COMPETIR
CONFRONTAR;COMPETIR
CONFRONTO;COMPETIR
CONFUSÃO;COMPLICADO
CONFUSO;COMPLICADO
CONGELADO;FRIO
CONGELADOR;GELADEIRA
CONGESTIONAMENTO;TRÂNSITO
CONGLOMERADO;REUNIÃO
CONGLOMERAR;REUNIR
CONGRATULAÇÃO;CUMPRIMENTAR
CONGRATULAR;CUMPRIMENTAR
CONGREGAÇÃO;REUNIÃO
CONGRESSO;PALESTRA
CONHECEDORA;CONHECEDOR
CONHECENDO;CONHECER
CONHECERMOS;CONHECER
CONHECIDA;CONHECER
CONHECIDO;CONHECER
CONHECIDO;CONHECER
CONHECIMENTO;CONHECER
CÔNJUGE;CASADO
CÔNJUGE;CASAMENTO
CONJUNTA;CONJUNTO
CONJUNTAMENTE;JUNTO
CONJUNTO;GRUPO
CONQUISTADA;CONQUISTADO
CONSEGUIDA;CONSEGUIDO
CONSEGUINDO;CONSEGUIR
CONSELHO;ACONSELHAR
CONSENTIMENTO;AUTORIZAR
CONSENTIR;AUTORIZAR
CONSERTO;CONSERTAR
CONSERVADO;CUIDAR
CONSIDERAÇÃO;RESPEITAR
CONSIDERADA;CONSIDERAR
CONSIDERADO;CONSIDERAR
CONSIDERANDO;CONSIDERAR
CONSIDERÁVEL;IMPORTANTE
CONSISTENTE;DURO
CONSOLAÇÃO;CARINHO
CONSOLAR;CARINHO
CONSOLIDADA;CONSOLIDADO
CONSOLIDANDO;CONSOLIDAR
CONSOLO;CARINHO
CONSTANTEMENTE;SEMPRE
CONSTATADA;CONSTATADO
CONSTIPADO;GRIPE
CONSTITUÍDA;CONSTITUIR
CONSTITUÍDO;CONSTITUIR
CONSTITUINDO;CONSTITUIR
CONSTITUTIVA;CONSTITUTIVO
CONSTRANGIDO;ENVERGONHAR
CONSTRUÇÃO;CONSTRUIR
CONSTRUÍDA;CONSTRUIR
CONSTRUÍDO;CONSTRUIR
CONSTRUINDO;CONSTRUIR
CONSTRUTOR;CONSTRUIR
CONSTRUTORA;CONSTRUIR
CONSUBSTANCIAR;RESUMIR
CONSULTANDO;CONSULTAR
CONSULTAR;PESQUISAR
CONSULTORA;CONSULTOR
CONSUMIDA;CONSUMIDO
CONSUMIDORA;CONSUMIDOR
CONTÁBIL;QUANTIDADE
CONTABILISTA;CONTABILIDADE
CONTADORA;CONTADOR
CONTAMINADA;CONTAMINAR
CONTAMINADO;CONTAMINAR
CONTAMINANDO;CONTAMINAR
CONTANDO;CONTAR
CONTAR;QUANTIDADE
CONTATAR;CONTATO
CONTEMPLANDO;CONTEMPLAR
CONTEMPLAR;ADMIRAR
CONTENDA;DISCUSSÃO
CONTENDER;INTROMISSÃO
CONTENTAMENTO;CONTENTE
CONTENTE;CONTENTE
CONTER;TER
CONTEXTUAL;CONTEXTO
CONTEXTUALIZANDO;CONTEXTUALIZAR
CONTIDA;CONTIDO
CONTÍGUO;JUNTO
CONTINUA;CONTINUAR
CONTÍNUA;CONTÍNUO
CONTINUAMENTE;SEMPRE
CONTINUANDO;CONTINUAR
CONTINUARMOS;CONTINUAR
CONTO;HISTÓRIA
CONTRABALANCAR;COMPENSAÇÃO
CONTRAPRODUCENTE;MAU
CONTRARIADO;NERVOSO
CONTRARIAMENTE;CONTRA
CONTRARIANDO;CONTRARIAR
CONTRÁRIO;OPOSTO
CONTRARIO;CONTRARIAR
CONTRATADA;CONTRATAR
CONTRATADO;CONTRATAR
CONTRATUAL;CONTRATO
CONTRIBUIÇÃO;CONTRIBUIR
CONTRIBUÍDA;CONTRIBUIR
CONTRIBUÍDO;CONTRIBUIR
CONTRIBUINDO;CONTRIBUIR
CONTRIBUINTE;CONTRIBUIR
CONTRISTAR;MÁGOA
CONTROL;CTRL
CONTROLADA;CONTROLADO
CONTROLADORA;CONTROLADOR
CONTROLANDO;CONTROLAR
CONTROVERSIA;DISCUSSÃO
CONTUDO;MAS
CONTUSÃO;MACHUCADO
CONVENCENDO;CONVENCER
CONVENCIDA;CONVENCIDO
CONVENCIDO;ARROGANTE
CONVENCIDO;CONVENCER
CONVENIADO;ASSOCIAR
CONVENIO;CONVENIAR
CONVÊNIOS;CONVÊNIO
CONVERSA;CONVERSAR
CONVERSAÇÃO;CONVERSAR
CONVERSADO;CONVERSAR
CONVERSANDO;CONVERSAR
CONVICÇÃO;CERTO
CONVICTA;CONVICTO
CONVIDADA;CONVIDADO
CONVIDADA;CONVIDADO
CONVIDADO;CONVIDAR
CONVIDADOS;CONVIDADO
CONVIDANDO;CONVIDAR
CONVIDO;CONVIDAR
CONVIVENDO;CONVIVER
CONVOCAÇÃO;CONVITE
CONVOCADA;CONVOCAR
CONVOCADO;CONVIDAR
CONVOCAR;CONVIDAR
COOPERAR;AJUDAR
COORDENAÇÃO;COORDENAR
COORDENADA;COORDENAR
COORDENADO;COORDENAR
COORDENADORA;COORDENADOR
COORDENANDO;COORDENAR
CÓPIA;COPIAR
COPIA;COPIAR
COPIADA;COPIADO
CÓPULA;SEXO
COPULAR;SEXO
COQUEIRO;COCO
COQUETELEIRA;COQUETEL
COR;COLORIDO
CORAGEM;CORAJOSO
CORANTE;COLORIDO
CORDÃO;LINHA
CORDEL;BARBANTE
CORDIAL;EDUCADO
CORDIALIDADE;EDUCADO
CORDILHEIRA;MONTANHA
CORES;COLORIDO
CORNO;CHIFRE
CORNUDO;CHIFRE
COROAÇÃO;COROA
COROADA;COROADO
COROAR;COROA
CORPULENTO;FORTE
CORREDEIRAS;CORRENTEZA
CORREDOR;CORRER
CORRELACIONADA;CORRELACIONADO
CORRENDO;CORRER
CORRESPONDÊNCIA;CARTA
CORRETA;CORRETO
CORRETO;CERTO
CORRIDA;CORRER
CORRIGIDA;CORRIGIDO
CORROBORAR;CONCORDAR
CORROMPER;SUBORNO
CORROSÃO;EROSÃO
CORRUPTA;CORRUPTO
CORSÁRIO;PIRATA
CORTANDO;CORTAR
CORTARMOS;CORTAR
CORTEJAR;CUMPRIMENTAR
CORTÊS;EDUCADO
CORTESIA;EDUCADO
CORTINADO;CORTINA
COSER;COSTURAR
COSMÉTICA;COSMÉTICO
COSMONAUTA;ASTRONAUTA
COSTUME;ACOSTUMAR
COSTUMEIRO;COSTUME
COSTURA;COSTURAR
COSTUREIRA;COSTURAR_MULHER
COSTUREIRA;PROFISSIONAL_COSTURAR
COSTUREIRO;COSTURAR_HOMEM
COTA;PRESTAÇÃO
COUNT;CONTAR
COVA;TÚMULO
COVARDE;MEDROSO
COVARDIA;MEDROSO
COXEAR;MANCAR
COXIM;ALMOFADA
COZINHA;COZINHAR
COZINHEIRO;PROFISSIONAL_COZINHAR
CRÉDITO;DINHEIRO
CREDITO;CREDITAR
CREDO;FÉ
CREMAR;QUEIMAR
CRENÇA;ACREDITAR
CRENTE;EVANGÉLICO
CRER;ACREDITAR
CRESCENDO;CRESCER
CRESCIDO;CRESCER
CRESCIMENTO;CRESCER
CRESPO;ÁSPERO
CRIAÇÃO;CRIAR
CRIADA;CRIADO
CRIADORA;CRIADOR
CRIANDO;CRIAR
CRIARMOS;CRIAR
CRIATIVA;CRIATIVO
CRIMINALIZADA;CRIMINALIZADO
CRIMINOSA;CRIMINOSO
CRISÂNTEMO;FLOR
CRISTALEIRA;ARMÁRIO
CRISTO;JESUS
CRÍTICA;CRITICAR
CRITICA;CRITICAR
CRITICADA;CRITICADO
CRITICANDO;CRITICAR
CRÍTICO;NARRADOR
CRITICO;CRITICAR
CRIVO;CRIVAR
CROCODILIANO;JACARÉ
CROCODILO;JACARÉ
CROMO;FIGURINHA
CRÔNICA;CRÔNICO
CRUCIFICADO;CRUCIFICAÇÃO
CRUCIFICAR;CRUCIFICAÇÃO
CRUEL;MAU
CRUELDADE;MALVADO
CRURAL;FÊMUR
CRUZADA;CRUZADO
CRUZANDO;CRUZAR
CÚ;ÂNUS
CUEIRO;FRALDA
CUIDANDO;CUIDAR
CUJA;CUJO
CULMINANDO;CULMINAR
CULPADO;CULPA
CULTIVAR;PLANTAR
CULTUAR;VENERAR
CUME;MÁXIMO
CUMPRIDA;CUMPRIDO
CUMPRIMENTO;CUMPRIMENTAR
CUMPRIR;OBEDECER
CUMULATIVA;CUMULATIVO
CUNHO;SELO
CÚPULA;TELHADO
CURADO;SARAR
CURAR;SARAR
CURIOSA;CURIOSO
CURIOSIDADE;CURIOSO
CURRÍCULOS;CURRÍCULO
CURSADA;CURSADO
CURVO;CURVA
CUSPE;CUSPIR
CUSPINDO;CUSPIR
CUSTANDO;CUSTAR
CUSTEAR;PAGAR
CUSTOSO;DIFÍCIL
CUTÂNEO;PELE
DÁ;DAR
DADO;DADO
DÁLIA;FLOR
DAMASQUEIRO;ÁRVORE
DANADO;TRAQUINAS
DANÇA;DANÇAR
DANÇANDO;DANÇAR
DANCETERIA;BOATE
DANDO;DAR
DANIFICADA;DANIFICADO
DANIFICAR;ESTRAGAR
DANOSO;MAU
DANTES;PASSADO
DAREM;DAR
DARMOS;DAR
DATA;DIA
DATADA;DATADO
DATILOGRAFAR;DIGITAR
DEBAIXO;ABAIXO
DEBANDAR;FUGIR
DEBATE;DISCUSSÃO
DEBATENDO;DEBATER
DEBATER;DISCUSSÃO
DÉBIL;FRACO
DEBILIDADE;FRACO
DEBILITADO;DOENTE
DECAIR;SOFRER
DECAPITAR;MORRER
DECENTE;HONESTO
DECIDIDO;RESOLVER
DECIDIR;RESOLVER
DECIFRADA;DECIFRADO
DECISÃO;RESOLVER
DECISIVA;DECISIVO
DECISIVO;RESOLVER
DECLARADA;DECLARAR
DECLARADO;DECLARAR
DECOMPOSTA;DECOMPOSTO
DECORAR;MEMORIZAR
DECREMENTO;DECREMENTAR
DECREPITO;VELHO
DECRESCER;DIMINUIR
DECRETADA;DECRETADO
DEDETIZAR;DETETIZAR
DEDICADA;DEDICAR
DEDICADO;DEDICAR
DEDUZIR;DIMINUIR
DÊEM;DAR
DEFASADA;DEFASADO
DEFEITUOSO;DEFEITO
DEFENDENDO;DEFENDER
DEFENSIVA;DEFENSIVO
DEFENSOR;DEFENSORA
DEFICIÊNCIA;DEFICIENTE
DEFINIDA;DEFINIR
DEFINIDO;DEFINIR
DEFINITIVA;DEFINITIVO
DEFLORAR;ESTUPRAR
DEFORMAÇÃO;DEFORMADO
DEFORMIDADE;DEFEITO
DEFUNTO;CADAVER
DEGLUTIDA;DEGLUTIDO
DEGLUTIR;ENGOLIR
DEGOSTAR;COMER
DEGRADADA;DEGRADAR
DEGRADADO;DEGRADAR
DEITADA;DEITADO
DEITADO;DEITAR
DEIXADA;DEIXADO
DEIXAREM;DEIXAR
DEJETAM;DEJETAR
DELATAR;AVISAR
DELCARAR;AVISAR
DELEITE;PRAZER
DELGADO;FINO
DELIBERAR;RESOLVER
DELICADA;DELICADO
DELICADEZA;EDUCADO
DELICADO;EDUCADO
DELIMITADA;DELIMITADO
DELONGA;DEVAGAR
DEMANDANDO;DEMANDAR
DEMANDE;DEMANDAR
DEMÊNCIA;DOIDO
DEMENTE;DOIDO
DEMISSÃO;DEMITIR
DEMITIDO;DESEMPREGADO
DEMOCRÁTICA;DEMOCRACIA
DEMOCRÁTICO;DEMOCRACIA
DEMOCRATIZADA;DEMOCRATIZADO
DEMOLIÇÃO;DEMOLIR
DEMOLIR;DESABAR
DEMONÍACO;DIABO
DEMÔNIO;DIABO
DEMONSTRADA;DEMONSTRADO
DEMONSTRANDO;DEMONSTRAR
DEMONSTRAR;MOSTRAR
DEMORADO;DEVAGAR
DEMORANDO;DEMORAR
DEMORAR;DEVAGAR
DEMORAR;DEVAGAR
DENOMINAÇÃO;NOME
DENOMINADA;DENOMINADO
DENOMINADO;NOMEAR
DENOMINANDO;DENOMINAR
DENOMINAR;NOMEAR
DENOTAR;MOSTRAR
DENSA;DENSO
DENTADA;MORDER
DENUNCIA;DENUNCIAR
DENUNCIADA;DENUNCIADO
DEPARAR;ENCONTRAR
DEPARAR;ENCONTRAR
DEPENDÊNCIA;DEPENDER
DEPENDENDO;DEPENDER
DEPENDURAR;SUSPENDER
DEPILA;DEPILAR
DEPILAÇÃO;DEPILAR
DEPOIMENTO;AVISAR
DEPOR;TESTEMUNHAR
DEPOSITADA;DEPOSITADO
DEPRECIADO;DESPREZADO
DEPRECIAR;DESPREZAR
DEPRESSA;RÁPIDO
DEPRESSÃO;DEPRIMIDO
DEPRESSIVO;DEPRIMIDO
DERA;DAR
DERIVADA;DERIVADO
DERME;PELE
DERRADEIRO;ÚLTIMA
DERRAMAMENTO;DERRAMAR
DERROTA;PERDER
DERROTADO;VENCIDO
DERROTAR;VENCER
DESABAFO;DESABAFAR
DESABAMENTO;DESABAR
DESABAR;DESABAR
DESABROCHAR;GERMINAR
DESACERTO;ENGANADO
DESACOMPANHADO;SOZINHO
DESAFIAR;COMPETIR
DESAFOGO;DESABAFAR
DESAFORTUNADO;POBRE
DESAFRONTA;VINGANÇA
DESAGRADAR;DESGOSTAR
DESAGRADÁVEL;CHATO
DESAGRADO;RUIM
DESALINHADO;DESLEIXADO
DESALINHO;CONFUNDIR
DESAMPARAR;DEIXAR
DESANCAR;ESBOFETEAR
DESANIMAR;DESANIMADO
DESAPARECER;SUMIR
DESAPRENDER;ESQUECER
DESAPROVAR;REPROVAR
DESARRANJADO;CONFUNDIR
DESARRUMADO;CONFUNDIR
DESATINO;BESTEIRA
DESATUALIZADA;DESATUALIZADO
DESAVERGONHADO;SAFADO
DESAVIZADA;DESAVIZADO
DESBANCAR;SUPERAR
DESCABIDA;DESCABIDO
DESCAMAÇÃO;DESCAMAR
DESCANSAR;CALMO
DESCANSO;FOLGA
DESCARADO;SAFADO
DESCARREGANDO;DESCARREGAR
DESCARTADA;DESCARTAR
DESCARTANDO;DESCARTAR
DESCENDÊNCIA;FAMÍLIA
DESCENDO;DESCER
DESCERRAR;ABRIR
DESCOBERTA;DESCOBERTO
DESCOBERTA;DESCOBRIR
DESCOBRIDORA;DESCOBRIDOR
DESCOBRIMENTO;DESCOBRIR
DESCOBRINDO;DESCOBRIR
DESCOLADA;DESCOLAR
DESCOLADO;DESCOLAR
DESCOMUNAL;MUITA
DESCONCENTRADO;DISTRAIDO
DESCONCENTRANDO;DESCONCENTRAR
DESCONECTADA;DESCONECTADO
DESCONFIANÇA;DESCONFIADO
DESCONFIAR;DESCONFIADO
DESCONSIDERADO;DESPREZADO
DESCONSIDERAR;DESPREZAR
DESCONTENTAMENTO;MÁGOA
DESCONTENTAR;DESGOSTAR
DESCONTENTE;MÁGOA
DESCONTRAIDO;DESCONTRAIR
DESCORADO;PÁLIDO
DESCORTIÇAR;DESCASCAR
DESCRENTE;ATEU
DESCREVENDO;DESCREVER
DESCRITA;DESCRITO
DESCTARADO;DESCARTAR
DESCUIDADO;DESLEIXADO
DESCUIDO;NEGLIGENTE
DESCULPAS;DESCULPAR
DESDENHAR;DESPREZAR
DESDENTADO;BANGUELA
DESEJAR;VONTADE
DESEJO;VONTADE
DESEMARANHAR;PENTEAR
DESEMBARAÇADO;DESCONTRAIR
DESEMBARAÇADO;ESPONTÂNEO
DESEMBARACAR;PENTEAR
DESEMPENHANDO;DESEMPENHAR
DESEMPENHO;PERFORMANCE
DESENCANTA;DESENCANTO
DESENCANTANDO;DESENCANTAR
DESENFREADA;DESENFREADO
DESENHANDO;DESENHAR
DESENHO;DESENHAR
DESENVOLVA;DESENVOLVER
DESENVOLVENDO;DESENVOLVER
DESENVOLVERMOS;DESENVOLVER
DESENVOLVIDA;DESENVOLVIDO
DESÉRTICO;DESERTO
DESESPERADA;DESESPERADO
DESFALECER;DESMAIAR
DESFALECIMENTO;DESMAIAR
DESFEITO;CANCELAR
DESFIGURAÇÃO;DEFORMADO
DESFIGURADO;DEFORMADO
DESFILE;DESFILAR
DESFORRA;VINGANÇA
DESFRANZIR;RESENRUGAR
DESGASTADO;CANSADO
DESGELAR;DEGELAR
DESGOSTO;MÁGOA
DESGOSTOSO;MÁGOA
DESGRAÇADO;COITADO
DESIGNACAO;ESCOLHER
DESIGUAL;DIFERENTE
DESINTEGRA;DESINTEGRAR
DESISTÊNCIA;DEIXAR
DESISTIR;DEIXAR
DESJEJUM;DEJEJUM
DESLEAL;DESONESTO
DESLEALDADE;DESONESTO
DESLEIXO;NEGLIGENTE
DESLEMBRADO;ESQUECER
DESLIGAMENTO;DESLIGAR
DESLIZAR;ESCORREGAR
DESLOCADA;DESLOCADO
DESLOCAMENTO;DESLOCAR
DESLOCANDO;DESLOCAR
DESMAIO;DESMAIAR
DESMEDIDO;GRANDE
DESMEMORIADO;ESQUECER
DESMISTIFICADA;DESMISTIFICADO
DESMISTIFICAR;DESCOBRIR
DESMORONAMENTO;DESABAR
DESMORONAR;DESABAR
DESNUDO;NU
DESOBEDIÊNCIA;DESOBEDECER
DESOBRIGAR;ISENTAR
DESOCUPADO;OCIOSO
DESONERADO;GRATIS
DESONESTIDADE;DESONESTO
DESOPRIMIR;DESABAFAR
DESORDENAR;CONFUNDIR
DESORGANIZADO;CONFUNDIR
DESPEDIR;DEMITIR
DESPEJANDO;DESPEJAR
DESPENAR;DEPENAR
DESPENÇAR;CAIR
DESPENDER;GASTAR
DESPERTA;DESPERTAR
DESPERTADA;DESPERTADO
DESPERTADOR;RELÓGIO
DESPERTANDO;DESPERTAR
DESPERTAR;ACORDAR
DESPESAS;GASTAR
DESPIDO;NU
DESPLUMAR;DEPENAR
DESPORTISTA;JOGADOR
